,rowNum,ID,actrorID,cdateTime,followerCount,statusesCount,tweetType,body,countryregion,Longitude,Latitude,relevant
3796,1006267,642752940352995328,2170574130,2015-09-12 17:33:37.000,503,3503,tweet,Now over 3 000 firefighters helping So thankful,California,-120.803106,38.33391500000001,1
3798,1221108,642785096626343938,3253946096,2015-09-12 19:41:24.000,184,5921,tweet,FirefightersGym Our firefighters amp all first responders are the bravest amp deserve our support God Bless them all,Nevada,-115.15814270000001,35.917792999999996,1
3799,1299174,642797539553505280,1566953184,2015-09-12 20:30:50.000,73,471,tweet,Making treats for our firefighters Jackson ButteFire http t co vqJjJ3X2j7,California,-121.4875756,38.361325,1
3800,1303709,642798279852466176,416613194,2015-09-12 20:33:47.000,190,1151,tweet,firefighters in full force at the intersection of Monterey and Tennant https t co 1SFw4ojqVN,None,-121.70013999999999,37.088404,1
3802,1548287,642837795220799488,818717916,2015-09-12 23:10:48.000,731,48036,tweet,Thoughts and Prayers for the firefighters on the ValleyFire and Valley2Fire,,-124.482003,32.528832,1
3803,1598684,642845501465866240,218645400,2015-09-12 23:41:25.000,9619,25899,tweet,Ground zero 9 11 6 4 strong Irish New Yorker firefighters would break down in tears when one of the rescue dogs burned to death,California,-116.57079350000001,33.7794258,0
3804,1644811,642852216009658368,3244382466,2015-09-13 00:08:06.000,2563,7608,tweet,DISCOUNTS on ALL lasvegas vanrentals for police firefighters and military Check out http t co nSLfvA2G0x http t co zTjxr8mLjr,Nevada,-115.384091,36.129459000000004,1
3805,1682387,642857587822583808,76133717,2015-09-13 00:29:27.000,3010,19840,tweet,The ambulance has arrived There are 4 EMTs and 2 firefighters and coaches around him They are being diligent http t co 0thyA4FEqi,None,-121.21211699999999,38.730923,1
3806,1701725,642860418168258561,42557375,2015-09-13 00:40:42.000,1714,2086,tweet,BluePlr Thanks The thousands of firefighters sheriff deputies law enforcement officers and VOLUNTEERS deserve the credit workinghard,California,-121.07434199999999,37.59485,0
3807,1721202,642863145959096320,635017703,2015-09-13 00:51:32.000,75,133,tweet,Visited our 4 injuries Firefighters from LNU at UC Davis Burn Unit All expected to make full recovery,California,-121.4531707763672,38.55410590446443,1
3808,1814139,642875789193510913,167612938,2015-09-13 01:41:46.000,55,118,tweet,Massive growth on the Valleyfire in Lake County Now 10 000 acres 4 firefighters injured CALFIRE_PIO on KCBSNews right now,California,-122.514926,37.708075,1
3809,1877706,642883798296727552,2975515375,2015-09-13 02:13:36.000,290,4461,quote,This is just awful mad respect for firefighters hope they can t get the his done soon safely https t co fac3wpBiIs,California,-119.93256799999999,36.648905,1
3810,1897427,642886346277720064,371427945,2015-09-13 02:23:43.000,1460,4697,tweet,4 Firefighters injured in Lake Co airlifted to UC Davis Med Cntr in Sac with 2nd degree burns are doing well http t co 68w34sPvFm,California,-121.576613,38.43792,1
3811,1916568,642888886184636416,818717916,2015-09-13 02:33:49.000,737,48127,tweet,All 4 injured firefighters suffered 2nd degree burns In stable condition ValleyFire,,-124.482003,32.528832,1
3812,1926701,642890233218859008,167612938,2015-09-13 02:39:10.000,55,119,tweet,ValleyFire update 4 firefighters suffered 2nd degree burns In stable condition at UCDavisMedCntr details on KCBSNews at 8 05,California,-122.514926,37.708075,1
3813,1930044,642890689479507968,818717916,2015-09-13 02:40:59.000,737,48133,tweet,My thoughts and prayers are out with the Communities of Hidden Valley and Middletown and to the Firefighters battling this monster,,-124.482003,32.528832,1
3814,1973182,642896311230947328,73452506,2015-09-13 03:03:19.000,11448,50356,tweet,ButteFire Amador amp Calaveras counties 86 homes destroyed 65 000 acres 15 contained 3 852 firefighters http t co 6aPpQx9sHF,California,-124.482003,32.528832,1
3815,1997946,642899619152703488,73452506,2015-09-13 03:16:28.000,11448,50357,tweet,ValleyFire in Lake County 10 000 Acres Evacuations 4 firefighters in stable condition http t co 3g0G0qxhAo http t co fCBDa4m2e7,California,-124.482003,32.528832,1
3816,2003228,642900326090059776,1566953184,2015-09-13 03:19:16.000,73,473,tweet,Thank you for your hard work ButteFire firefighters Hero http t co P2QDDZXRqu,California,-121.4875756,38.361325,1
3818,2053445,642906680896811008,73452506,2015-09-13 03:44:32.000,11450,50358,tweet,ButteFire Amador amp Calaveras counties 86 homes destroyed 65 000 acres 15 contained 3 852 firefighters http t co jcw6eyDaxf,California,-124.482003,32.528832,1
3819,2065466,642908298522464257,76133717,2015-09-13 03:50:57.000,3011,19856,quote,Wishing a speedy recovery to the 4 injured firefighters https t co p9ejF8qhuV,None,-121.22666299999999,38.712987,1
3820,2074640,642909607715672065,553295059,2015-09-13 03:56:09.000,293,4594,tweet,Here s some love to all the firefighters keeping California safe,None,-122.13081399999999,37.67870900000001,1
3821,2080164,642910410253832192,3253946096,2015-09-13 03:59:21.000,191,6111,tweet,LasVegasFD SafePlace Our firefighters are always there for all to help out any way they can God Bless amp keep them safe They R R heroes,Nevada,-115.15814270000001,35.917792999999996,1
3822,2137345,642918482540032000,1161531631,2015-09-13 04:31:25.000,66,1357,tweet,Can t appreciate the firefighters EMTs amp policemen enough for all the hard work they re doing out here in Jackson to keep everyone safe,California,-120.803106,38.33391500000001,1
3823,2140441,642918929266962432,15001413,2015-09-13 04:33:12.000,585,3633,tweet,Appreciate police officers and firefighters Buy them a coffee the week of Sept 21st https t co NyhFjH2DWG http t co s9kKKZKHeo,California,-124.482003,32.528832,1
3825,2162953,642922359393947648,184253198,2015-09-13 04:46:50.000,1854,3006,tweet,1 CalFire Capt amp 3 firefighters treated for 2nd degree burns Union rep is calling for MORE firefighters Story 10 http t co tsZEsYOET7,California,-121.576613,38.43792,1
3826,2229081,642934001120882688,43450196,2015-09-13 05:33:05.000,40,137,tweet,Pray for Middletown Help however you can Keep the firefighters and Lake County residents in your thoughts Middletown prayersplease,None,-122.77923899999999,38.396778999999995,1
3827,2247069,642937498167971841,59598373,2015-09-13 05:46:59.000,157,15803,tweet,My neighbors grandparents cabin in Cobb is believed to be at loss This is heartbreaking Prayers for those firefighters and families,California,-122.77923899999999,38.396778999999995,1
3828,2311313,642953178959343617,2573174420,2015-09-13 06:49:18.000,173,4313,tweet,RayWoodson680 That is the bigger picture for sure Let us hope the moderating weather will help firefighters across the state,California,-124.482003,32.528832,1
3829,2325095,642957350437957632,137855708,2015-09-13 07:05:52.000,28,74,tweet,ilike_mike Why are thousands of firefighters on fires with low population density Time to rethink how we fight fires,None,-124.482003,32.528832,1
3830,2395954,642994748723097600,177757113,2015-09-13 09:34:29.000,66,900,tweet,Prayers and love to all those affected by the ValleyFire and HUGE THANKS to firefighters everywhere RealityAndGratitudeCheck,California,-118.66840400000001,33.704538,1
3831,2420015,643021386248683521,73452506,2015-09-13 11:20:19.000,11459,50363,tweet,RoughFire Sierra_NF SequoiaKingsNPS 128 796 Acres 29 contained 2 961 firefighters http t co RHLfgkfM1J http t co HpQFHahAwU,California,-124.482003,32.528832,1
3832,2576896,643078855998111744,2415461653,2015-09-13 15:08:41.000,1228,10582,tweet,R8D3R_J one fan tried jumping off the third floor in my hotel Smh I got back to the hotel and nothing but cops and firefighters smh,California,-122.34266000000001,37.699279,0
3833,2589868,643081378330976256,1909388095,2015-09-13 15:18:43.000,16,403,tweet,THERE BE NO YOUTH GROUP TONIGHT Please be in prayers for families and firefighters We will be https t co yniVeAL6sA,California,-124.482003,32.528832,1
3834,2615486,643086149615927297,73452506,2015-09-13 15:37:40.000,11463,50370,tweet,ButteFire Amador amp Calaveras counties 65 215 20 contained 4 163 firefighters 6 400 structures threatened http t co jcw6eyDaxf,California,-124.482003,32.528832,1
3835,2684716,643097994259095552,73452506,2015-09-13 16:24:44.000,11465,50378,tweet,ButteFire Amador amp Calaveras counties 65 215 acres 20 contained 4 163 firefighters 86 homes destroyed http t co 4guO68FGW2,California,-124.482003,32.528832,1
3836,3110389,643153850161954817,3011639365,2015-09-13 20:06:41.000,2002,2373,tweet,Heading to Calistoga with relief supplies for ValleyFire evacuees Keep them amp Firefighters in your thoughts,California,-122.358011,38.243266999999996,1
3837,3138280,643157392864088064,52143633,2015-09-13 20:20:46.000,112,1720,quote,So much devastation Prayers for safety for firefighters and emergency personnel cafires https t co HSiTL4onUj,California,-121.4875756,38.361325,1
3838,3313375,643182346234167296,57350950,2015-09-13 21:59:55.000,1303,10782,tweet,Horses Summer UPDATE Firefighters battling to save Middletown ValleyFire grows to 25 000 acres https t co AmrSdH2tct,California,-124.482003,32.528832,1
3839,3324011,643183848424017920,2858175485,2015-09-13 22:05:53.000,47,1106,tweet,And of course praying for all the firefighters hard at work and everyone else helping those in need ValleyFire ButteFire,None,-122.03275790000002,38.308561,1
3840,3342023,643186699095289856,69049714,2015-09-13 22:17:13.000,430,1853,quote,Fantastic news for firefighters ValleyFire CAL_FIRE NorCal https t co Z15OKW0lti,California,-121.919174,39.676071,1
3841,3382843,643192763698147328,76133717,2015-09-13 22:41:19.000,3012,19867,quote,Hoping only the best for you goodlaura thousands of firefighters on the lines and communities backing you https t co eap341IXnC,None,-121.22666299999999,38.712987,0
3842,3411955,643197006056288256,3276477930,2015-09-13 22:58:10.000,844,36388,quote,Firefighters water cold yummy food and hugs by not strange people Beer https t co U7ZTnIOkSc,None,-119.4143986,36.26939,0
3843,3511567,643210924757753856,38521893,2015-09-13 23:53:29.000,851,623,tweet,ValleyFire firefighters pass by a destroyed home in Middletown CA helpless kron4news cnnbrk http t co GXwKVPrkY6,California,-124.482003,32.528832,1
3844,3558830,643217496992944128,525945247,2015-09-14 00:19:36.000,18196,9303,tweet,Victims of ValleyFire applaud efforts of CAL_FIRE firefighters efforts to save their community giving update http t co WEImO0uDGU,California,-122.514926,37.708075,1
3845,3594002,643221640784908292,22949899,2015-09-14 00:36:04.000,2605,2565,tweet,Duane and Kim Harper opened their hardware store to help firefighters and victims They lost everything http t co dC8e838bDl,California,-124.482003,32.528832,1
3846,3628433,643225421639606272,2888826758,2015-09-14 00:51:05.000,148,666,tweet,Sending thoughts amp prayers to people whose homes in danger due to ButteFire ValleyFire Wishing homes saved amp safe return of firefighters,California,-122.358011,38.243266999999996,1
3847,3676909,643230107243405312,222815664,2015-09-14 01:09:42.000,195,1275,tweet,Chef_Keller RedCrossCalNW let us know if we can feed the firefighters I ll be in the Napa Valley tomorrow,California,-122.34266000000001,37.699279,1
3848,3707153,643233173279780865,19412624,2015-09-14 01:21:53.000,1109,988,tweet,Smiles boats and pigtails Before the sky turned to ash Praying for the firefighters and people https t co le6s987l2V,None,-122.69951699999999,38.921813,1
3849,3773812,643239869519560705,3220661107,2015-09-14 01:48:30.000,518,11380,quote,God bless all firefighters Stay safe WE THANK YOU ALL https t co up6d8yfqC8,California,-121.114756,39.182283,1
3850,3839351,643246160526708736,49538567,2015-09-14 02:13:30.000,829,16990,tweet,brjzn ValleyFire except for the 4 firefighters first thing They are doing well,None,-122.358011,38.243266999999996,0
3851,3869837,643249264408313856,46295355,2015-09-14 02:25:50.000,337,10690,tweet,inquarters14 Where all the pundits now saying firefighters are lazy and overpaid,California,-118.02346100000001,34.099706,0
3852,3944291,643256378178473984,986099287,2015-09-14 02:54:06.000,658,16932,tweet,thank you firefighters,None,-122.21908119999999,39.50959,0
3853,3964478,643258317121392640,449456410,2015-09-14 03:01:48.000,389,5251,tweet,shoutout to all the firefighters in lake county doing work valleyfire ruybalidphotography https t co jAq1SzD9tn,California,-124.482003,32.528832,1
3854,4249964,643287470637887488,14256647,2015-09-14 04:57:39.000,2851,9465,tweet,Firefighters climbing on the roof http t co 2Xr1wTSMt1,California,-122.42091178894043,37.755361,0
3855,4253250,643288039079280640,73452506,2015-09-14 04:59:54.000,11492,50395,tweet,ValleyFire was personal for many firefighters who had friends or homes nearby NorthBayNews http t co vrUXYDqQPV http t co 2ijTIahgG1,California,-124.482003,32.528832,1
3856,4277494,643292386819338240,377199734,2015-09-14 05:17:11.000,902,47405,quote,Wow this is sad Thinking about all the residents and firefighters who are all affected https t co qPy5jTzuCx,California,-121.576613,38.43792,1
3857,4291360,643295112898842625,818717916,2015-09-14 05:28:01.000,791,48672,tweet,And a Big thank you to all the firefighters and personnel battling and assisting with the ValleyFire,,-124.482003,32.528832,1
3858,4346439,643308099835564032,345688772,2015-09-14 06:19:37.000,817,3790,tweet,Thoughts amp prayers to ValleyFire families amp firefighters amp Thanks to our amazing community for stepping up w donations amp places to sleep,California,-122.77923899999999,38.396778999999995,1
3859,4360524,643312381859225600,55218049,2015-09-14 06:36:38.000,5640,238914,tweet,Southern California Firefighters Worry That They re Facing Similar Situations As They Are Up North LADERA RANCH http t co Z3uoCO2eal,California,-118.66840400000001,33.704538,1
3860,4414838,643340674939547648,55218049,2015-09-14 08:29:04.000,5642,238927,tweet,Stolen vehicle found dumped over side of Angeles Crest Highway LLANO gt gt Los Angeles County firefighters and an http t co KOszx5zdtk,California,-118.66840400000001,33.704538,1
3861,4520840,643405856478916609,55218049,2015-09-14 12:48:04.000,5642,238940,tweet,NorCal Fires Destroy Hundreds of Homes Injure 4 Firefighters State of Emergency Declared Thousands in Northern http t co Ldp6H7WhER,California,-118.66840400000001,33.704538,1
3862,4585449,643423581410492416,387170537,2015-09-14 13:58:30.000,3962,12000,tweet,In candid online forum firefighters chronicle ValleyFire s wrath http t co Q3EIpZizqz,None,-122.69951699999999,38.921813,1
3863,4603080,643427480234143744,24939210,2015-09-14 14:14:00.000,8516,8627,tweet,ValleyFire hazard some burning houses have ammo fireworks inside Firefighters warned,California,-122.93578400000001,39.023666,1
3864,4632478,643433978339332096,73452506,2015-09-14 14:39:49.000,11485,50397,tweet,ButteFire Amador amp Calaveras counties 71 063 acres 30 contained 4 409 firefighters http t co GossnKnrXD http t co ehaKJL4vsE,California,-124.482003,32.528832,1
3865,4688633,643445374070321152,1069807890,2015-09-14 15:25:06.000,39,155,tweet,CAL_FIRE prayers for all of our firefighters Thank you,California,-121.48561799999999,38.668969,1
3866,4694598,643446544910319616,174342468,2015-09-14 15:29:45.000,3493,1838,quote,Firefighters have their hands full at the ValleyFire https t co pqQ53TkJpN,California,-124.482003,32.528832,1
3867,4773452,643461452930519040,588182621,2015-09-14 16:28:59.000,296,7170,tweet,So many prayers for Amador amp Calaveras counties the firefighters families amp volunteers So close,None,-121.956864,37.621859,1
3868,4802842,643466857337360384,49538567,2015-09-14 16:50:28.000,830,17014,tweet,NormaOrozco9 ValleyFire Not even relevant They are still fighting Thanks to the Firefighters inmates and all,None,-122.358011,38.243266999999996,1
3869,4809882,643468170007703553,345688772,2015-09-14 16:55:41.000,819,3796,tweet,Continuing prayers thoughts amp donations needed for ValleyFire victims volunteers amp firefighters Awaiting updates from CALFire 10am,California,-122.77923899999999,38.396778999999995,1
3870,4861170,643477774389276672,73452506,2015-09-14 17:33:51.000,11491,50401,tweet,RoughFire Sierra_NF 138 053 acres 40 contained 3 229 firefighters cawildfires http t co RHLfgkfM1J http t co bnZtIpQZkN,California,-124.482003,32.528832,1
3872,5044931,643513044543344640,983575238,2015-09-14 19:54:00.000,189,1321,tweet,CSUMBsoftball lending a hand Marina Library Fundraiser with Marina firefighters OtterAthletics weR 3rd giveback http t co 6hQU8lrtvL,None,-124.482003,32.528832,0
3873,5046959,643513427646894080,329966399,2015-09-14 19:55:31.000,3126,9648,tweet,chezus Things are here Firefighters are holding the line up in the Geysers It s foggy and misty today too That helps valleyfire,California,-122.88601499999999,38.5929255,1
3875,5150526,643532400899846145,28951614,2015-09-14 21:10:55.000,284,16399,tweet,justinsacher Those emergency shelters didn t do much good for the 19 firefighters down IN AZ who still perished Such a tragedy,California,-119.671846,37.300488,0
3876,5171806,643536211232075776,31205213,2015-09-14 21:26:03.000,17526,8493,tweet,Do to the fires in Northern California the girls will be giving all firefighters who come in this week a 25 discount,Nevada,-120.00573999999999,35.002086,0
3877,5206678,643542384677138432,308880350,2015-09-14 21:50:35.000,2199,5818,tweet,Huge round of applause from ValleyFire evacuees for Firefighters efforts CBSSacramento http t co sNHUV2FhRL,California,-122.604129,38.568581,1
3878,5212342,643543375552086016,14785832,2015-09-14 21:54:31.000,2870,16722,tweet,The best damn firefighters in show business Gage and DeSoto from Emergency Los Angeles California https t co UnPeIzChYF,Indiana,-118.66840400000001,33.704538,0
3879,5274571,643554050550575104,37040329,2015-09-14 22:36:56.000,2180,10265,tweet,Audio of harrowing 1st moments of ValleyFire thru sounds of firefighters including medivac of burned firefighters https t co FR6pZA6ziO,California,-122.076144,36.948098,1
3880,5372227,643568458823675904,18484101,2015-09-14 23:34:12.000,130,831,tweet,Rain in California Hope it s enough to give our firefighters a hand,California,-119.81280100000001,36.269156,0
3881,5412506,643574043904356352,1426931724,2015-09-14 23:56:23.000,1925,2188,tweet,CalFire sending reinforcement firefighters to ValleyFire New team coming from MorganHill 5 6pm news http t co XhI93IgfHW,None,-121.70013999999999,37.088404,1
3882,5537248,643588087482744832,37040329,2015-09-15 00:52:12.000,2180,10269,tweet,Audio Firefighters responding to evac accident find vehicles escaping ValleyFire driving on wrong side of Hwy 29 https t co FR6pZA6ziO,California,-122.076144,36.948098,1
3883,5544348,643588829362978816,1426931724,2015-09-15 00:55:08.000,1926,2189,tweet,CalFire Reinforcements head to ValleyFire What Firefighters are heading into and leaving behind 6pmNews http t co sYKGO0ypYz,None,-121.70013999999999,37.088404,1
3884,5555253,643589879700570113,37040329,2015-09-15 00:59:19.000,2180,10270,tweet,Audio Listen to CAL_FIRE call for medivac to treat burned firefighters in ValleyFire https t co FR6pZzOYrg,California,-122.076144,36.948098,1
3885,5566399,643591072862617604,24911244,2015-09-15 01:04:03.000,745,6368,tweet,My Heart goes out to the Firefighters NapaCounty LakeCounty Middletown affected by the fires,California,-122.471871,37.63451110000001,1
3886,5567823,643591229893009408,2521068963,2015-09-15 01:04:41.000,192,1003,tweet,http t co FGw8D7AhZK Firefighters lose their own homes while saving others Heroes,None,-121.40384180000001,38.702268,1
3887,5732726,643607475929812992,2198732215,2015-09-15 02:09:14.000,1161,20018,tweet,Yea it is raining hope it rains enough to help out the firefighters,California,-120.96486599999999,38.340495000000004,1
3888,5800056,643612936204763137,302788970,2015-09-15 02:30:56.000,458,48912,tweet,Firefighters are battling 2 try 2 save Sequoia trees thousands of years old http t co a5sauUH2oK,None,-117.523867,33.85216,0
3889,5806403,643613533310095360,302788970,2015-09-15 02:33:18.000,458,48914,tweet,Some ignorant folks online complaining that firefighters are taking breaks They work hours in very difficult conditions,None,-117.523867,33.85216,1
3890,5883261,643620457145503744,156900313,2015-09-15 03:00:49.000,128,7887,tweet,CALFIRE_PIO THANK YOU firefighters for all you have done You are amazing You saved my family s home in Hidden Valley ValleyFire,California,-116.57079350000001,33.7794258,1
3892,5895454,643621666531119104,17376429,2015-09-15 03:05:37.000,3177,16439,tweet,I am in awe of the Firefighters ValleyFire https t co kvnca0UAfW,California,-122.732141,38.314281,1
3893,5924221,643624524987019264,353559706,2015-09-15 03:16:59.000,315,11806,tweet,Firefighters always cute,California,-117.63786200000001,34.077184,1
3894,5989849,643631567538135040,1281807858,2015-09-15 03:44:58.000,259,2727,tweet,This community is amazing along with our firefighters not to mention other FFA chapters donating to help Thank you everyone,None,-124.482003,32.528832,1
3895,6007005,643633725884903424,2253122810,2015-09-15 03:53:33.000,709,1071,tweet,Pray for the families of the wild fires in Northern California One town already burned down11 000 firefighters fighting,California,-122.62422,38.039015,1
3896,6082527,643643794689159168,21170130,2015-09-15 04:33:33.000,135,255,quote,Humbled 2 visit w our ModestoFire Firefighters 2day at the devastating ButteFire Amazing work by all Very Proud https t co AfZs2rpBbh,California,-121.15170400000001,37.7174412,1
3897,6158513,643655408217800704,21170130,2015-09-15 05:19:42.000,136,259,quote,Incredible video of what firefighters are facing and battling at the ButteFire https t co M9NyuuJOrw,California,-121.15170400000001,37.7174412,1
3898,6189534,643661951524978693,244409252,2015-09-15 05:45:42.000,281,939,tweet,Praying for all of the victims who have lost everything amp for the firefighters that are keeping us safe ValleyFire http t co KTy4G5MMMA,California,-122.71129082180019,38.81269246507115,1
3899,6224449,643671587997151232,16467958,2015-09-15 06:24:00.000,13466,113984,tweet,verdegaak I heard the firefighters held the line in Sheep Ranch today Town is standing ButteFire,California,-124.482003,32.528832,1
3900,6233126,643674519484301313,246846630,2015-09-15 06:35:38.000,153,3441,tweet,Back to vineyards Hope that the firefighters can contain the ValleyFire You guys are doing an outstanding job,San Juan,-122.358011,38.243266999999996,1
3902,6289256,643709324628332550,3253946096,2015-09-15 08:53:57.000,222,6913,tweet,ABC Very frightening but the firefighters still go in amp fight in spite of the heat amp danger Our heroes at home,Nevada,-115.15814270000001,35.917792999999996,1
3904,6467827,643788332476952576,24939210,2015-09-15 14:07:54.000,8519,8638,tweet,Today seems like a big day for ValleyFire clearer skies low winds Firefighters hoping to access places they haven t been yet,California,-122.93578400000001,39.023666,1
3905,6475082,643789960869376000,1061669604,2015-09-15 14:14:22.000,2988,1247,tweet,Briefing underway firefighters plan attack vs ValleyFire today Crews rotate on 24hr shifts 2300 on front lines http t co ZekkE5xBI2,California,-122.93578400000001,39.023666,1
3906,6497497,643794712885747712,73452506,2015-09-15 14:33:15.000,11501,50406,tweet,ButteFire Amador amp Calaveras counties 71 660 acres 37 contained 166 homes destroyed 4 668 firefighters http t co WAVC9N2owJ,California,-124.482003,32.528832,1
3907,6498131,643794845308424193,18993395,2015-09-15 14:33:46.000,187953,155758,tweet,PHOTOS Firefighters continue to battle massive ValleyFire http t co 6jn20SKBID Tag your pics video abc7now http t co aMpljgU3Qr,California,-122.514926,37.708075,1
3908,6539336,643803242917289984,15346615,2015-09-15 15:07:09.000,3810,15110,tweet,Firefighters hope cooler temps will help them fight ValleyFire It s 47 degrees now http t co j9nqbxRQVo http t co RxAk3Cj4kK,Colorado,-124.482003,32.528832,1
3909,6567244,643808946751311872,18179888,2015-09-15 15:29:48.000,820,2581,tweet,Donkey emerging from burning forest went to firefighters who sprayed his singed fur w water he wouln t leave them https t co RGbAfekYE6,California,-123.81962299999999,39.418455,0
3910,6571396,643809775638085632,55218049,2015-09-15 15:33:06.000,5646,239166,tweet,Two people clinging to tree in rain swollen Los Angeles River Firefighters this morning are attempting to rescue http t co 9gvXUSW0Uv,California,-118.66840400000001,33.704538,0
3911,6573441,643810193009061888,25107155,2015-09-15 15:34:46.000,1119,1692,tweet,Good morning ppl Hope this rain helps the brave firefighters battle the californiafires http t co hcikxg2wVl,,-118.66840400000001,33.704538,1
3912,6577430,643810979873210368,35118532,2015-09-15 15:37:53.000,852,4140,tweet,California rain firsttime thissummer enjoy besafe good for the California fires firefighters https t co 2i9iSDtcdS,California,-124.482003,32.528832,1
3913,6581259,643811737829949440,52552891,2015-09-15 15:40:54.000,796,679,tweet,Good news on cooler weather fingers crossed for Amador Calaveras firefighters Thank you so much ButteFire,California,-121.576613,38.43792,1
3914,6589544,643813410010849280,60115647,2015-09-15 15:47:33.000,3561,138873,tweet,La Mesa motel roof collapses after erupting in flames Firefighters worked to put out hot spots at a La Mesa motel http t co fbsoZUhw5F,California,-117.28253799999999,32.53962,1
3915,6592755,643814087017652224,55218049,2015-09-15 15:50:14.000,5646,239168,tweet,Crews Rescue Three People Dog Stuck Along LA River Firefighters rescued three people including at least one http t co qpTOoHZugN,California,-118.66840400000001,33.704538,0
3920,7057423,643903376615346176,865080542,2015-09-15 21:45:02.000,486,18785,tweet,Firefighters in Starbucks got me smilin,California,-117.2301723,33.0907611,0
3921,7125389,643915785195229184,308880350,2015-09-15 22:34:21.000,2203,5839,tweet,1 000 additional firefighters were called in to fight ValleyFire We re live at 4 CBSSacramento,California,-124.482003,32.528832,1
3922,7198406,643928115559821312,1486175419,2015-09-15 23:23:21.000,2013,2742,tweet,Over 150 firefighters in the county are working across the state right now CALFIRE_SLO Details at 5 amp 6 on KSBY http t co zuoReLWebg,California,-124.482003,32.528832,1
3923,7289535,643941910122369024,445634702,2015-09-16 00:18:09.000,1469,1771,tweet,Don t forget to buy a one of a kind 2016 LAFDCalendar featuring 12 brave LAFD firefighters http t co BVImQmTffp http t co oLylj3Jokx,California,-118.66840400000001,33.704538,0
3925,7553425,643974010829606912,33142966,2015-09-16 02:25:43.000,48874,86010,tweet,Middletown Destruction Painful for Residents and Firefighters http t co KUaVjg8iLO,California,-124.482003,32.528832,1
3926,7599148,643979260441460736,263528964,2015-09-16 02:46:34.000,270,511,tweet,Aww Donkey Escapes From Burning Forest Refuses To Leave Firefighters Side https t co Oh6sprMlcL,None,-122.358011,38.243266999999996,0
3928,7748802,643997636148637696,986099287,2015-09-16 03:59:36.000,656,16969,quote,thank you firefighters https t co ArdYusOVLY,None,-122.21908119999999,39.50959,0
3929,7873284,644018122815463425,3312673488,2015-09-16 05:21:00.000,129,458,tweet,Beyond thankful for all of the firefighters who have been working like crazy battling these fires,California,-121.111768,38.621986,1
3930,7970073,644048474628071424,18993395,2015-09-16 07:21:36.000,188249,155913,tweet,A cat badly burned in the ValleyFire was rescued by firefighters His injuries are severe he is expected to be OK http t co 8ACdSbAZFR,California,-122.34266000000001,37.699279,1
3931,8145968,644143611542532097,2198732215,2015-09-16 13:39:39.000,1162,20031,tweet,lindasrussell Cherylritz Joanell4life OakleyHearts We got rain last night help out those firefighters,California,-120.96486599999999,38.340495000000004,1
3932,8206143,644157324093878273,16467958,2015-09-16 14:34:08.000,13472,114070,tweet,buttefire Donation needs CalaverasCounty Fairgrounds in Angels camp items for firefighters Shampoo toothbrushes paste hygiene items,California,-124.482003,32.528832,1
3933,8458975,644205167546642432,17844854,2015-09-16 17:44:15.000,287569,5025,tweet,Thinking of valleyfire amp buttefire This dragon is a fierce conjurer of rain but not as fierce as firefighters https t co OzhTUcLGv4,California,-122.514926,37.708075,1
3934,8481993,644209398252859392,262972362,2015-09-16 18:01:04.000,227,4976,tweet,Aren t we all just lifeguards and firefighters,None,-118.66840400000001,33.704538,0
3935,8492043,644211194455154688,55218049,2015-09-16 18:08:12.000,5650,239394,tweet,Three People And A Dog Rescued From Flooding L A River Firefighters rescued three people and a dog from the http t co sKSPUGg0nf,California,-118.66840400000001,33.704538,0
3936,8565234,644224533231067136,480857672,2015-09-16 19:01:12.000,1657,1324,tweet,Raining in Napa Co Good news for firefighters I m sure http t co iNErQMzlNw,None,-124.482003,32.528832,1
3937,8567793,644224950480404480,14900157,2015-09-16 19:02:51.000,1779,2318,tweet,Honor our firefighters of 9 11 RL Stair Climb Event until 9 22 to complete https t co gLflXHCgfi NEVERFORGOTTEN http t co mVNVGgOmbm,None,-118.62787420000001,34.34753,0
3938,8754496,644258129341841408,16406374,2015-09-16 21:14:42.000,1178,749,tweet,So many people showing their appreciation for firefighters and other emergency responders ValleyFire http t co kdeGB3cDfS,California,-122.63212299999999,38.906219,1
3939,8790360,644264583792693248,2804086190,2015-09-16 21:40:21.000,153,235,tweet,Hope it rains like a MoFo in Napa be safe Thanks to the brave firefighters allaboutnapa VisitNapaValley NickelandNickel SilverOak,California,-118.51735749999999,33.9951771,1
3941,8971543,644293590592569344,387170537,2015-09-16 23:35:37.000,4049,12100,tweet,Wow what a tragic story by jackhealyNYT Protecting Homes Elsewhere Calif Firefighters Find Their Own Burned Down http t co batZ4PLgmv,None,-124.482003,32.528832,1
3942,9590650,644354041481330688,48419856,2015-09-17 03:35:49.000,1375,12543,tweet,So the guy who got arrested for looting at valleyfire on Cobb Mountain Monday was likely the guy I reported for firefighters,California,-118.66840400000001,33.704538,1
3943,9802234,644389952839512064,629121717,2015-09-17 05:58:31.000,670,29296,quote,boonjavy10 them damn firefighters https t co 3RNKTz1l8w,None,-118.66840400000001,33.704538,0
3944,9879715,644423732040040448,3253946096,2015-09-17 08:12:45.000,238,7571,tweet,ElaineLAngel77 CITIncUS X_SocialMedia_X First responders cops firefighters etc are the bravest in our society They do it for us,Nevada,-115.15814270000001,35.917792999999996,1
